Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Product_ID,Quantity,Price,Discount,Sales,Profit
ORD-10219,2022-08-01,CUST-3385,Consumer,East,Technology,Phones,PROD-771,5,362.04,0.1,1629.18,179.7
ORD-10220,2023-09-21,CUST-8961,Corporate,South,Furniture,Bookcases,PROD-645,5,435.48,0.3,1524.18,177.57
ORD-10221,2022-01-21,CUST-3672,Consumer,South,Office Supplies,Pens,PROD-116,4,595.04,0.0,2380.16,392.4
ORD-10222,2022-08-20,CUST-9980,Home Office,Central,Furniture,Chairs,PROD-901,1,1047.8,0.1,943.02,266.48
ORD-10223,2022-06-22,CUST-8083,Consumer,Central,Technology,Accessories,PROD-200,1,973.17,0.3,681.22,110.8
ORD-10224,2023-04-28,CUST-3711,Consumer,East,Furniture,Chairs,PROD-247,1,1132.0,0.0,1132.0,283.6
ORD-10225,2022-07-30,CUST-6510,Home Office,South,Furniture,Tables,PROD-662,4,719.82,0.2,2303.42,674.18
ORD-10226,2022-05-18,CUST-7511,Consumer,Central,Technology,Accessories,PROD-747,6,192.67,0.3,809.21,54.36
ORD-10227,2023-01-17,CUST-7979,Corporate,East,Furniture,Chairs,PROD-268,2,603.81,0.2,966.1,77.62
ORD-10228,2023-10-14,CUST-6978,Corporate,West,Furniture,Tables,PROD-880,2,743.47,0.1,1338.25,334.13
ORD-10229,2022-09-30,CUST-8569,Home Office,East,Furniture,Bookcases,PROD-764,2,805.11,0.2,1288.18,78.49
ORD-10230,2023-02-18,CUST-1685,Consumer,South,Technology,Accessories,PROD-221,9,687.14,0.1,5565.83,1590.54
ORD-10231,2023-02-01,CUST-8165,Consumer,West,Office Supplies,Pens,PROD-401,9,1324.94,0.2,9539.57,1078.55
ORD-10232,2023-06-18,CUST-8003,Consumer,East,Office Supplies,Pens,PROD-565,6,311.86,0.1,1684.04,498.76
ORD-10233,2023-04-08,CUST-5082,Home Office,South,Office Supplies,Paper,PROD-143,4,1043.68,0.2,3339.78,972.82
ORD-10234,2023-09-22,CUST-3066,Home Office,East,Furniture,Tables,PROD-129,1,836.24,0.3,585.37,118.82
ORD-10235,2022-07-05,CUST-4727,Consumer,South,Technology,Machines,PROD-360,5,1321.85,0.2,5287.4,476.99
ORD-10236,2023-05-06,CUST-3520,Corporate,East,Technology,Phones,PROD-995,3,452.96,0.3,951.22,256.79
ORD-10237,2023-01-28,CUST-3547,Corporate,West,Office Supplies,Pens,PROD-701,2,941.72,0.0,1883.44,270.87
ORD-10238,2022-01-20,CUST-3634,Home Office,Central,Office Supplies,Binders,PROD-169,9,1257.39,0.1,10184.86,2441.0
ORD-10239,2022-08-15,CUST-8321,Consumer,West,Technology,Phones,PROD-568,4,230.84,0.3,646.35,158.42
ORD-10240,2022-02-26,CUST-6036,Consumer,Central,Office Supplies,Pens,PROD-682,6,54.67,0.1,295.22,41.0
ORD-10241,2023-05-15,CUST-4959,Corporate,South,Furniture,Tables,PROD-261,5,1098.94,0.3,3846.29,409.09
ORD-10242,2022-07-30,CUST-1663,Consumer,South,Office Supplies,Binders,PROD-641,3,923.11,0.0,2769.33,579.13
ORD-10243,2023-11-16,CUST-6469,Home Office,East,Office Supplies,Binders,PROD-282,4,354.27,0.3,991.96,178.63
ORD-10244,2022-10-30,CUST-2019,Corporate,East,Furniture,Tables,PROD-260,1,588.56,0.2,470.85,117.87
ORD-10245,2022-03-16,CUST-4471,Consumer,East,Furniture,Tables,PROD-599,6,972.46,0.2,4667.81,1213.4
ORD-10246,2023-12-11,CUST-4920,Home Office,East,Furniture,Tables,PROD-662,1,535.04,0.1,481.54,124.2
ORD-10247,2022-02-18,CUST-9895,Consumer,South,Furniture,Bookcases,PROD-681,3,425.98,0.0,1277.94,332.88
ORD-10248,2022-11-09,CUST-1685,Consumer,Central,Office Supplies,Binders,PROD-695,2,1105.51,0.2,1768.82,281.62
ORD-10249,2022-08-08,CUST-9461,Corporate,South,Furniture,Chairs,PROD-499,6,149.99,0.3,629.96,74.92
ORD-10250,2022-08-16,CUST-3643,Corporate,West,Office Supplies,Pens,PROD-974,6,702.12,0.3,2948.9,262.73
ORD-10251,2023-10-01,CUST-1671,Home Office,South,Furniture,Chairs,PROD-571,1,822.01,0.2,657.61,89.98
ORD-10252,2022-06-14,CUST-3361,Consumer,West,Technology,Machines,PROD-680,8,620.5,0.3,3474.8,716.18
ORD-10253,2023-01-19,CUST-7588,Consumer,East,Technology,Machines,PROD-277,8,337.24,0.0,2697.92,447.81
ORD-10254,2023-08-16,CUST-1572,Corporate,South,Furniture,Bookcases,PROD-142,7,413.9,0.1,2607.57,496.24
ORD-10255,2022-07-17,CUST-4648,Corporate,East,Furniture,Bookcases,PROD-616,1,1076.36,0.1,968.72,68.23
ORD-10256,2023-03-11,CUST-4750,Corporate,South,Office Supplies,Binders,PROD-443,2,1282.46,0.1,2308.43,382.22
ORD-10257,2023-07-15,CUST-6055,Home Office,East,Technology,Accessories,PROD-631,3,1219.29,0.3,2560.51,636.28
ORD-10258,2022-08-01,CUST-2749,Corporate,Central,Office Supplies,Pens,PROD-480,4,1149.72,0.1,4138.99,225.52
ORD-10259,2022-09-11,CUST-4970,Consumer,West,Furniture,Tables,PROD-326,1,1138.56,0.2,910.85,171.36
ORD-10260,2023-12-10,CUST-3551,Corporate,South,Office Supplies,Pens,PROD-607,9,1002.33,0.2,7216.78,1047.19
ORD-10261,2022-08-26,CUST-6223,Corporate,West,Furniture,Chairs,PROD-927,7,970.14,0.0,6790.98,1011.81
ORD-10262,2023-09-18,CUST-2898,Corporate,East,Office Supplies,Binders,PROD-319,3,509.3,0.0,1527.9,422.52
ORD-10263,2023-09-11,CUST-9804,Corporate,West,Furniture,Bookcases,PROD-465,5,317.13,0.3,1109.96,237.06
ORD-10264,2022-04-19,CUST-6108,Consumer,West,Office Supplies,Pens,PROD-368,7,1329.5,0.3,6514.55,1935.5
ORD-10265,2023-06-21,CUST-7274,Consumer,South,Office Supplies,Binders,PROD-892,7,1470.68,0.3,7206.33,383.03
ORD-10266,2023-04-22,CUST-1264,Corporate,West,Office Supplies,Binders,PROD-745,5,165.14,0.2,660.56,63.98
ORD-10267,2022-05-11,CUST-1587,Corporate,West,Technology,Phones,PROD-376,9,733.19,0.0,6598.71,749.48
ORD-10268,2022-11-03,CUST-6433,Home Office,East,Office Supplies,Binders,PROD-378,3,1092.66,0.3,2294.59,634.09
ORD-10269,2022-09-29,CUST-7049,Corporate,Central,Office Supplies,Paper,PROD-347,3,1270.1,0.0,3810.3,310.79
ORD-10270,2023-10-02,CUST-7659,Corporate,East,Technology,Machines,PROD-914,4,292.34,0.3,818.55,243.88
ORD-10271,2022-10-29,CUST-9179,Corporate,South,Office Supplies,Pens,PROD-559,3,358.33,0.0,1074.99,135.43
ORD-10272,2022-09-08,CUST-7362,Home Office,Central,Furniture,Bookcases,PROD-702,2,1220.72,0.2,1953.15,540.63
ORD-10273,2023-07-01,CUST-6661,Home Office,West,Office Supplies,Binders,PROD-606,4,717.52,0.0,2870.08,535.74
ORD-10274,2022-03-24,CUST-8789,Home Office,Central,Furniture,Chairs,PROD-525,6,661.09,0.2,3173.23,259.77
ORD-10275,2023-09-28,CUST-2531,Home Office,Central,Technology,Phones,PROD-497,7,1267.22,0.1,7983.49,1849.52
ORD-10276,2022-11-16,CUST-7816,Consumer,West,Office Supplies,Paper,PROD-302,8,834.01,0.0,6672.08,737.09
ORD-10277,2023-05-29,CUST-8804,Corporate,West,Furniture,Bookcases,PROD-731,9,378.21,0.3,2382.72,157.55
ORD-10278,2022-02-04,CUST-1778,Corporate,West,Technology,Machines,PROD-568,1,164.51,0.3,115.16,6.76
ORD-10279,2022-07-20,CUST-4516,Consumer,South,Technology,Phones,PROD-134,4,142.28,0.0,569.12,113.68
ORD-10280,2023-03-07,CUST-2447,Corporate,South,Furniture,Tables,PROD-273,1,1324.52,0.3,927.16,166.3
ORD-10281,2023-06-17,CUST-8986,Corporate,South,Technology,Machines,PROD-604,4,922.79,0.0,3691.16,341.97
ORD-10282,2023-02-10,CUST-9770,Corporate,South,Furniture,Bookcases,PROD-293,7,394.28,0.3,1931.97,146.94
ORD-10283,2022-09-19,CUST-3261,Consumer,West,Office Supplies,Pens,PROD-672,1,1128.21,0.3,789.75,164.68
ORD-10284,2023-03-17,CUST-3800,Home Office,South,Office Supplies,Binders,PROD-241,3,1365.7,0.3,2867.97,480.13
ORD-10285,2022-02-18,CUST-2325,Consumer,West,Technology,Phones,PROD-235,1,737.72,0.0,737.72,135.93
ORD-10286,2022-11-14,CUST-6482,Corporate,West,Technology,Phones,PROD-332,5,541.35,0.0,2706.75,522.44
ORD-10287,2023-07-25,CUST-1182,Consumer,Central,Furniture,Chairs,PROD-496,1,462.62,0.3,323.83,59.23
ORD-10288,2022-11-28,CUST-7132,Consumer,South,Technology,Accessories,PROD-544,1,1489.58,0.3,1042.71,162.1
ORD-10289,2022-06-23,CUST-4741,Consumer,Central,Furniture,Chairs,PROD-826,5,1091.72,0.3,3821.02,1015.32
ORD-10290,2023-11-04,CUST-9611,Corporate,East,Furniture,Bookcases,PROD-758,2,1313.82,0.1,2364.88,511.58
ORD-10291,2022-04-15,CUST-1201,Corporate,Central,Technology,Phones,PROD-942,3,152.96,0.2,367.1,87.17
ORD-10292,2023-07-05,CUST-1770,Corporate,Central,Furniture,Tables,PROD-728,3,778.12,0.1,2100.92,165.83
ORD-10293,2022-09-25,CUST-3466,Home Office,East,Office Supplies,Paper,PROD-410,8,146.34,0.1,1053.65,55.77
ORD-10294,2022-08-11,CUST-8064,Home Office,South,Furniture,Bookcases,PROD-604,5,113.42,0.1,510.39,96.8
ORD-10295,2023-01-10,CUST-3120,Consumer,West,Office Supplies,Paper,PROD-733,2,1054.11,0.3,1475.75,322.07
ORD-10296,2022-02-10,CUST-4134,Home Office,South,Office Supplies,Binders,PROD-174,3,607.15,0.3,1275.01,248.39
ORD-10297,2023-11-10,CUST-4361,Consumer,Central,Office Supplies,Pens,PROD-295,4,921.56,0.3,2580.37,573.1
ORD-10298,2023-03-20,CUST-1913,Home Office,Central,Furniture,Chairs,PROD-578,4,551.52,0.2,1764.86,99.47
ORD-10299,2023-01-27,CUST-1929,Corporate,East,Technology,Accessories,PROD-130,1,914.18,0.1,822.76,215.39
ORD-10300,2022-03-16,CUST-5652,Corporate,Central,Furniture,Chairs,PROD-529,8,1459.44,0.3,8172.86,1441.4
ORD-10301,2022-05-05,CUST-1910,Consumer,West,Office Supplies,Pens,PROD-584,3,612.58,0.1,1653.97,212.21
ORD-10302,2023-12-09,CUST-1785,Consumer,East,Office Supplies,Paper,PROD-896,5,587.08,0.2,2348.32,638.98
ORD-10303,2022-10-05,CUST-4236,Consumer,East,Furniture,Bookcases,PROD-773,4,1443.65,0.0,5774.6,845.27
ORD-10304,2022-12-20,CUST-2439,Consumer,Central,Furniture,Tables,PROD-861,7,408.02,0.2,2284.91,317.71
ORD-10305,2023-05-14,CUST-4456,Home Office,South,Furniture,Chairs,PROD-736,5,546.55,0.3,1912.92,492.91
ORD-10306,2022-04-09,CUST-4835,Corporate,South,Technology,Phones,PROD-313,4,958.04,0.2,3065.73,752.93
ORD-10307,2023-06-01,CUST-9848,Consumer,South,Furniture,Tables,PROD-985,7,719.1,0.0,5033.7,437.91
ORD-10308,2023-11-16,CUST-4630,Corporate,East,Technology,Machines,PROD-857,5,1447.84,0.1,6515.28,1502.01
ORD-10309,2023-07-12,CUST-1882,Home Office,West,Technology,Machines,PROD-403,1,230.99,0.3,161.69,19.23
ORD-10310,2022-08-04,CUST-3454,Home Office,Central,Office Supplies,Pens,PROD-814,4,488.55,0.1,1758.78,317.66
ORD-10311,2022-03-23,CUST-5699,Home Office,Central,Furniture,Bookcases,PROD-850,3,887.05,0.0,2661.15,785.53
ORD-10312,2022-12-03,CUST-4935,Home Office,Central,Technology,Phones,PROD-905,9,740.9,0.3,4667.67,1229.89
ORD-10313,2022-01-22,CUST-4420,Corporate,Central,Technology,Machines,PROD-934,7,94.65,0.3,463.78,111.61
ORD-10314,2023-11-12,CUST-4735,Home Office,South,Office Supplies,Binders,PROD-385,5,244.93,0.3,857.26,218.56
ORD-10315,2022-04-23,CUST-9733,Home Office,Central,Furniture,Tables,PROD-164,3,62.85,0.1,169.7,37.2
ORD-10316,2022-07-07,CUST-8295,Consumer,Central,Furniture,Chairs,PROD-356,5,1123.69,0.0,5618.45,1339.2
ORD-10317,2023-01-19,CUST-8427,Corporate,Central,Technology,Accessories,PROD-457,7,201.39,0.0,1409.73,325.35
ORD-10318,2022-05-03,CUST-9549,Corporate,South,Technology,Machines,PROD-756,2,846.24,0.0,1692.48,488.75
ORD-10319,2023-04-19,CUST-3555,Corporate,Central,Technology,Accessories,PROD-550,6,1202.05,0.3,5048.61,435.69
ORD-10320,2022-08-19,CUST-2588,Home Office,East,Technology,Accessories,PROD-332,7,270.88,0.2,1516.93,84.2
ORD-10321,2022-10-08,CUST-1182,Home Office,South,Office Supplies,Paper,PROD-545,3,98.82,0.0,296.46,45.66
ORD-10322,2022-01-14,CUST-7555,Corporate,South,Office Supplies,Binders,PROD-152,6,1241.08,0.3,5212.54,1090.84
ORD-10323,2023-04-11,CUST-7046,Corporate,West,Technology,Accessories,PROD-949,4,866.77,0.0,3467.08,968.0
ORD-10324,2022-08-29,CUST-8161,Consumer,West,Office Supplies,Pens,PROD-885,1,128.78,0.2,103.02,7.8
ORD-10325,2023-01-25,CUST-7468,Consumer,South,Office Supplies,Binders,PROD-256,8,1348.8,0.1,9711.36,1619.29
ORD-10326,2023-03-04,CUST-6571,Corporate,Central,Technology,Phones,PROD-918,3,572.34,0.0,1717.02,447.59
ORD-10327,2023-02-05,CUST-9662,Corporate,East,Furniture,Bookcases,PROD-927,8,1369.42,0.3,7668.75,1677.81
ORD-10328,2022-01-13,CUST-4607,Home Office,East,Technology,Phones,PROD-551,7,1070.59,0.0,7494.13,1710.62
ORD-10329,2023-10-14,CUST-2316,Corporate,East,Technology,Phones,PROD-200,5,482.18,0.3,1687.63,414.24
ORD-10330,2023-10-20,CUST-8935,Corporate,Central,Office Supplies,Pens,PROD-335,9,775.58,0.2,5584.18,918.18
ORD-10331,2022-01-31,CUST-5424,Corporate,Central,Furniture,Bookcases,PROD-921,2,1162.97,0.0,2325.94,594.38
ORD-10332,2023-12-29,CUST-9967,Home Office,South,Office Supplies,Paper,PROD-373,7,1204.55,0.0,8431.85,497.35
ORD-10333,2023-03-14,CUST-6184,Consumer,South,Technology,Accessories,PROD-334,5,985.01,0.3,3447.54,787.08
ORD-10334,2022-02-13,CUST-8982,Consumer,West,Technology,Phones,PROD-657,6,134.23,0.1,724.84,129.72
ORD-10335,2023-02-02,CUST-1674,Consumer,Central,Furniture,Chairs,PROD-210,2,1371.05,0.1,2467.89,561.06
ORD-10336,2023-02-13,CUST-9931,Corporate,South,Office Supplies,Paper,PROD-957,4,1363.8,0.3,3818.64,882.92
ORD-10337,2023-05-17,CUST-6818,Home Office,West,Office Supplies,Paper,PROD-844,1,502.2,0.3,351.54,29.14
ORD-10338,2023-06-03,CUST-3803,Consumer,West,Office Supplies,Paper,PROD-111,5,435.1,0.0,2175.5,529.27
ORD-10339,2023-04-02,CUST-3207,Home Office,South,Technology,Phones,PROD-324,7,987.37,0.3,4838.11,1266.45
ORD-10340,2022-07-14,CUST-9680,Consumer,West,Technology,Phones,PROD-325,6,472.16,0.2,2266.37,284.95
ORD-10341,2023-09-23,CUST-7683,Corporate,East,Furniture,Bookcases,PROD-628,4,136.59,0.1,491.72,146.31
ORD-10342,2023-05-22,CUST-8468,Home Office,Central,Technology,Accessories,PROD-560,9,333.96,0.1,2705.08,708.19
ORD-10343,2022-04-12,CUST-1215,Corporate,South,Furniture,Bookcases,PROD-668,1,287.63,0.0,287.63,82.51
ORD-10344,2022-01-05,CUST-8763,Consumer,Central,Technology,Machines,PROD-347,2,1076.2,0.1,1937.16,168.2
ORD-10345,2022-05-02,CUST-7420,Corporate,East,Office Supplies,Paper,PROD-489,2,1439.0,0.2,2302.4,319.04
ORD-10346,2022-08-11,CUST-2757,Home Office,West,Office Supplies,Binders,PROD-617,2,1220.1,0.1,2196.18,409.9
ORD-10347,2022-11-29,CUST-5958,Corporate,East,Furniture,Chairs,PROD-371,1,122.47,0.0,122.47,36.17
ORD-10348,2023-08-24,CUST-8186,Home Office,Central,Technology,Machines,PROD-969,9,1472.66,0.3,9277.76,1065.88
ORD-10349,2023-07-25,CUST-2296,Home Office,Central,Office Supplies,Binders,PROD-344,4,1472.71,0.3,4123.59,1023.26
ORD-10350,2023-05-10,CUST-7976,Home Office,Central,Office Supplies,Binders,PROD-692,8,1148.1,0.1,8266.32,1897.8
ORD-10351,2022-03-15,CUST-4619,Consumer,South,Technology,Accessories,PROD-611,6,1168.86,0.3,4909.21,260.31
ORD-10352,2022-11-18,CUST-4638,Home Office,West,Office Supplies,Pens,PROD-712,8,969.83,0.1,6982.78,910.68
ORD-10353,2022-09-04,CUST-9858,Corporate,Central,Technology,Phones,PROD-228,4,634.01,0.0,2536.04,224.32
ORD-10354,2023-08-29,CUST-8778,Consumer,Central,Furniture,Chairs,PROD-702,3,748.25,0.3,1571.32,114.2
ORD-10355,2022-04-01,CUST-2105,Consumer,West,Office Supplies,Binders,PROD-868,4,951.96,0.0,3807.84,727.37
ORD-10356,2023-12-16,CUST-5200,Consumer,West,Office Supplies,Binders,PROD-292,4,1381.45,0.2,4420.64,780.2
ORD-10357,2022-09-13,CUST-3871,Home Office,East,Furniture,Tables,PROD-198,9,1306.82,0.0,11761.38,1856.48
ORD-10358,2022-06-03,CUST-8812,Consumer,West,Office Supplies,Pens,PROD-231,7,459.62,0.2,2573.87,710.23
ORD-10359,2023-07-07,CUST-1614,Corporate,South,Technology,Accessories,PROD-593,2,1338.89,0.3,1874.45,189.54
ORD-10360,2023-01-02,CUST-4607,Corporate,South,Furniture,Bookcases,PROD-934,3,150.06,0.0,450.18,74.28
ORD-10361,2023-08-04,CUST-5958,Corporate,East,Office Supplies,Paper,PROD-929,5,721.78,0.3,2526.23,309.48
ORD-10362,2023-10-12,CUST-7534,Home Office,West,Furniture,Chairs,PROD-184,6,906.13,0.1,4893.1,311.49
ORD-10363,2022-02-07,CUST-5082,Home Office,South,Furniture,Bookcases,PROD-850,6,1329.96,0.2,6383.81,624.21
ORD-10364,2023-06-21,CUST-1205,Consumer,West,Furniture,Chairs,PROD-595,2,1150.65,0.1,2071.17,271.99
ORD-10365,2022-08-01,CUST-9501,Consumer,South,Technology,Machines,PROD-852,7,1219.71,0.3,5976.58,1425.79
ORD-10366,2023-10-13,CUST-4551,Corporate,West,Technology,Machines,PROD-604,2,839.52,0.2,1343.23,240.97
ORD-10367,2022-07-10,CUST-3610,Consumer,East,Furniture,Bookcases,PROD-994,5,1085.92,0.0,5429.6,410.64
ORD-10368,2023-01-13,CUST-1166,Consumer,West,Office Supplies,Pens,PROD-412,6,1085.77,0.0,6514.62,524.48
ORD-10369,2022-12-06,CUST-3292,Home Office,East,Furniture,Tables,PROD-674,9,1220.25,0.0,10982.25,1135.0
ORD-10370,2022-04-10,CUST-2567,Corporate,East,Furniture,Bookcases,PROD-950,1,681.22,0.0,681.22,98.87
ORD-10371,2023-12-29,CUST-3972,Home Office,West,Technology,Machines,PROD-988,1,66.56,0.1,59.9,15.62
ORD-10372,2022-12-02,CUST-1389,Consumer,South,Furniture,Chairs,PROD-931,5,834.07,0.0,4170.35,530.5
ORD-10373,2023-03-04,CUST-4093,Home Office,East,Office Supplies,Pens,PROD-939,9,1431.08,0.3,9015.8,1977.06
ORD-10374,2023-08-18,CUST-5595,Consumer,East,Technology,Accessories,PROD-111,3,956.07,0.1,2581.39,666.53
ORD-10375,2023-07-23,CUST-7043,Corporate,East,Office Supplies,Paper,PROD-217,1,494.83,0.1,445.35,59.46
ORD-10376,2023-03-26,CUST-3606,Home Office,South,Technology,Phones,PROD-388,9,464.35,0.2,3343.32,733.48
ORD-10377,2022-05-08,CUST-6941,Consumer,South,Furniture,Tables,PROD-503,7,1113.56,0.1,7015.43,1720.53
ORD-10378,2023-07-28,CUST-6788,Corporate,East,Furniture,Tables,PROD-421,9,1414.85,0.0,12733.65,673.23
ORD-10379,2023-04-13,CUST-4802,Consumer,South,Office Supplies,Binders,PROD-682,9,214.29,0.0,1928.61,187.95
ORD-10380,2023-09-28,CUST-7309,Corporate,West,Technology,Machines,PROD-538,9,347.73,0.2,2503.66,293.26
ORD-10381,2022-05-28,CUST-4554,Home Office,West,Technology,Machines,PROD-513,6,159.6,0.3,670.32,83.34
ORD-10382,2022-03-14,CUST-8519,Corporate,East,Furniture,Tables,PROD-542,6,1070.5,0.2,5138.4,981.0
ORD-10383,2022-09-23,CUST-5757,Home Office,South,Technology,Accessories,PROD-990,1,1305.84,0.2,1044.67,79.89
ORD-10384,2022-01-07,CUST-1816,Consumer,South,Office Supplies,Binders,PROD-182,1,591.65,0.0,591.65,86.62
ORD-10385,2023-01-05,CUST-2818,Corporate,West,Furniture,Tables,PROD-518,6,628.6,0.3,2640.12,570.92
ORD-10386,2022-09-05,CUST-1859,Consumer,Central,Technology,Phones,PROD-476,4,1376.1,0.0,5504.4,980.78
ORD-10387,2022-05-31,CUST-2134,Home Office,South,Furniture,Tables,PROD-674,8,1066.26,0.2,6824.06,681.16
ORD-10388,2022-11-10,CUST-2184,Home Office,South,Furniture,Chairs,PROD-437,2,72.93,0.3,102.1,14.16
ORD-10389,2023-03-19,CUST-2993,Corporate,East,Office Supplies,Pens,PROD-987,6,1265.81,0.2,6075.89,1553.88
ORD-10390,2023-09-11,CUST-9024,Home Office,East,Technology,Accessories,PROD-895,1,472.67,0.0,472.67,48.0
ORD-10391,2023-03-21,CUST-4641,Home Office,Central,Furniture,Tables,PROD-287,2,1296.74,0.3,1815.44,448.13
ORD-10392,2022-12-01,CUST-8697,Corporate,Central,Office Supplies,Binders,PROD-761,2,774.18,0.3,1083.85,93.32
ORD-10393,2023-07-27,CUST-5970,Corporate,South,Technology,Accessories,PROD-935,4,81.77,0.1,294.37,51.71
ORD-10394,2023-09-06,CUST-6103,Consumer,East,Technology,Phones,PROD-813,6,1158.44,0.1,6255.58,952.06
ORD-10395,2022-03-10,CUST-1195,Home Office,South,Furniture,Tables,PROD-845,4,1328.45,0.2,4251.04,329.91
ORD-10396,2022-11-07,CUST-3591,Home Office,South,Technology,Phones,PROD-488,4,567.48,0.3,1588.94,392.98
ORD-10397,2022-08-01,CUST-7972,Consumer,West,Office Supplies,Binders,PROD-208,7,591.6,0.3,2898.84,780.02
ORD-10398,2023-04-10,CUST-7219,Home Office,South,Technology,Machines,PROD-513,6,331.1,0.0,1986.6,435.53
ORD-10399,2023-07-12,CUST-2647,Home Office,East,Furniture,Bookcases,PROD-500,5,935.29,0.2,3741.16,354.71
ORD-10400,2023-10-24,CUST-5384,Corporate,East,Technology,Phones,PROD-737,6,1092.17,0.3,4587.11,819.87
ORD-10401,2022-08-22,CUST-8178,Corporate,Central,Technology,Accessories,PROD-346,3,1328.41,0.3,2789.66,222.07
ORD-10402,2023-10-26,CUST-8751,Home Office,East,Technology,Accessories,PROD-236,6,438.02,0.2,2102.5,499.02
ORD-10403,2022-06-24,CUST-6097,Consumer,East,Technology,Phones,PROD-453,3,671.97,0.2,1612.73,361.42
ORD-10404,2022-07-24,CUST-6552,Consumer,South,Technology,Phones,PROD-416,2,1312.26,0.0,2624.52,480.62
ORD-10405,2022-11-01,CUST-6126,Corporate,East,Furniture,Bookcases,PROD-202,1,257.12,0.2,205.7,16.16
ORD-10406,2023-01-22,CUST-8374,Consumer,East,Furniture,Chairs,PROD-515,1,76.28,0.2,61.02,4.1
ORD-10407,2022-04-03,CUST-1504,Corporate,South,Office Supplies,Paper,PROD-524,9,1110.41,0.3,6995.58,1666.06
ORD-10408,2023-10-21,CUST-6057,Consumer,East,Technology,Machines,PROD-882,7,463.99,0.1,2923.14,519.27
ORD-10409,2023-01-19,CUST-3607,Corporate,South,Technology,Machines,PROD-747,9,159.76,0.3,1006.49,54.23
ORD-10410,2022-04-26,CUST-5780,Corporate,West,Office Supplies,Binders,PROD-432,9,614.64,0.3,3872.23,1130.75
ORD-10411,2022-07-25,CUST-6951,Home Office,Central,Furniture,Tables,PROD-673,3,678.53,0.2,1628.47,109.92
ORD-10412,2022-12-14,CUST-1670,Corporate,East,Technology,Machines,PROD-603,2,1002.26,0.1,1804.07,470.11
ORD-10413,2023-01-03,CUST-3854,Corporate,South,Technology,Phones,PROD-820,9,892.47,0.1,7229.01,1351.88
ORD-10414,2022-08-08,CUST-2925,Consumer,West,Technology,Phones,PROD-500,7,350.5,0.3,1717.45,169.59
ORD-10415,2023-04-15,CUST-4645,Corporate,South,Technology,Machines,PROD-781,4,915.88,0.1,3297.17,641.96
ORD-10416,2022-02-09,CUST-8404,Home Office,West,Furniture,Chairs,PROD-705,8,1083.53,0.3,6067.77,779.45
ORD-10417,2023-01-31,CUST-1370,Corporate,Central,Office Supplies,Binders,PROD-757,1,785.24,0.1,706.72,158.33
ORD-10418,2023-11-09,CUST-7204,Consumer,West,Office Supplies,Paper,PROD-784,6,444.32,0.0,2665.92,309.29
ORD-10419,2023-03-13,CUST-2230,Home Office,Central,Furniture,Tables,PROD-937,4,453.76,0.2,1452.03,168.67
ORD-10420,2023-11-08,CUST-7718,Corporate,West,Office Supplies,Paper,PROD-992,1,1134.37,0.3,794.06,82.83
ORD-10421,2022-08-05,CUST-3103,Corporate,Central,Furniture,Bookcases,PROD-603,8,1245.27,0.1,8965.94,1943.03
ORD-10422,2022-11-27,CUST-2205,Consumer,South,Technology,Phones,PROD-649,6,682.81,0.1,3687.17,963.15
ORD-10423,2022-12-17,CUST-7396,Consumer,East,Technology,Machines,PROD-902,3,1403.68,0.0,4211.04,700.95
ORD-10424,2023-05-23,CUST-7644,Home Office,West,Technology,Machines,PROD-265,6,1281.31,0.2,6150.29,328.58
ORD-10425,2023-11-26,CUST-4839,Home Office,West,Technology,Accessories,PROD-454,1,1379.07,0.3,965.35,122.83
ORD-10426,2023-06-25,CUST-5478,Home Office,Central,Technology,Phones,PROD-549,3,1303.43,0.0,3910.29,263.29
ORD-10427,2023-10-13,CUST-6741,Corporate,Central,Office Supplies,Paper,PROD-639,4,614.38,0.3,1720.26,342.7
ORD-10428,2022-04-23,CUST-3217,Corporate,East,Furniture,Bookcases,PROD-113,3,356.87,0.0,1070.61,316.13
ORD-10429,2023-04-16,CUST-4716,Home Office,East,Technology,Machines,PROD-670,7,1257.61,0.1,7922.94,1135.2
ORD-10430,2022-09-17,CUST-7336,Home Office,South,Technology,Phones,PROD-505,6,990.53,0.2,4754.54,1126.58
ORD-10431,2023-01-10,CUST-8226,Home Office,Central,Office Supplies,Binders,PROD-879,2,1018.25,0.3,1425.55,315.54
ORD-10432,2023-03-14,CUST-9135,Home Office,West,Office Supplies,Binders,PROD-759,8,1369.81,0.1,9862.63,1484.05
ORD-10433,2023-06-03,CUST-1975,Consumer,Central,Furniture,Tables,PROD-338,4,172.62,0.3,483.34,53.93
ORD-10434,2022-08-22,CUST-1464,Home Office,Central,Technology,Phones,PROD-730,9,1210.11,0.2,8712.79,872.48
ORD-10435,2023-09-23,CUST-4856,Corporate,West,Furniture,Bookcases,PROD-593,4,1278.71,0.3,3580.39,239.01
ORD-10436,2022-12-24,CUST-3775,Corporate,South,Technology,Accessories,PROD-663,2,153.0,0.2,244.8,40.95
ORD-10437,2023-08-07,CUST-6415,Home Office,South,Technology,Phones,PROD-209,5,818.33,0.1,3682.48,336.97
ORD-10438,2023-09-29,CUST-2036,Consumer,West,Furniture,Tables,PROD-185,7,79.76,0.3,390.82,54.26
